Date,Month,Year,Plate,Day,Well,Alive,Molted
5,March,2019,H4-3A,1,A1,1,1
5,March,2019,H4-3A,1,A2,1,1
5,March,2019,H4-3A,1,A3,1,0
5,March,2019,H4-3A,1,A4,1,0
5,March,2019,H4-3A,1,A5,1,0
5,March,2019,H4-3A,1,A6,1,0
5,March,2019,H4-3A,1,B1,1,1
5,March,2019,H4-3A,1,B2,1,1
5,March,2019,H4-3A,1,B3,1,1
5,March,2019,H4-3A,1,B4,1,1
5,March,2019,H4-3A,1,B5,1,0
5,March,2019,H4-3A,1,B6,1,1
5,March,2019,H4-3A,1,C1,1,1
5,March,2019,H4-3A,1,C2,1,1
5,March,2019,H4-3A,1,C3,1,1
5,March,2019,H4-3A,1,C4,1,0
5,March,2019,H4-3A,1,C5,1,1
5,March,2019,H4-3A,1,C6,1,1
5,March,2019,H4-3A,1,D1,1,1
5,March,2019,H4-3A,1,D2,1,1
5,March,2019,H4-3A,1,D3,1,0
5,March,2019,H4-3A,1,D4,1,0
5,March,2019,H4-3A,1,D5,1,1
5,March,2019,H4-3A,1,D6,1,1
5,March,2019,L4-3B,1,A1,1,0
5,March,2019,L4-3B,1,A2,1,0
5,March,2019,L4-3B,1,A3,1,0
5,March,2019,L4-3B,1,A4,1,0
5,March,2019,L4-3B,1,A5,1,1
5,March,2019,L4-3B,1,A6,1,1
5,March,2019,L4-3B,1,B1,1,1
5,March,2019,L4-3B,1,B2,1,1
5,March,2019,L4-3B,1,B3,1,0
5,March,2019,L4-3B,1,B4,1,1
5,March,2019,L4-3B,1,B5,1,0
5,March,2019,L4-3B,1,B6,1,1
5,March,2019,L4-3B,1,C1,1,1
5,March,2019,L4-3B,1,C2,1,1
5,March,2019,L4-3B,1,C3,1,1
5,March,2019,L4-3B,1,C4,1,0
5,March,2019,L4-3B,1,C5,1,1
5,March,2019,L4-3B,1,C6,1,0
5,March,2019,L4-3B,1,D1,1,1
5,March,2019,L4-3B,1,D2,1,1
5,March,2019,L4-3B,1,D3,1,1
5,March,2019,L4-3B,1,D4,1,1
5,March,2019,L4-3B,1,D5,1,0
5,March,2019,L4-3B,1,D6,1,1
5,March,2019,H4-3C,1,A1,1,1
5,March,2019,H4-3C,1,A2,1,1
5,March,2019,H4-3C,1,A3,1,0
5,March,2019,H4-3C,1,A4,1,0
5,March,2019,H4-3C,1,A5,1,1
5,March,2019,H4-3C,1,A6,1,1
5,March,2019,H4-3C,1,B1,1,0
5,March,2019,H4-3C,1,B2,1,1
5,March,2019,H4-3C,1,B3,1,1
5,March,2019,H4-3C,1,B4,1,1
5,March,2019,H4-3C,1,B5,1,0
5,March,2019,H4-3C,1,B6,1,1
5,March,2019,H4-3C,1,C1,1,0
5,March,2019,H4-3C,1,C2,1,1
5,March,2019,H4-3C,1,C3,1,1
5,March,2019,H4-3C,1,C4,1,0
5,March,2019,H4-3C,1,C5,1,1
5,March,2019,H4-3C,1,C6,1,0
5,March,2019,H4-3C,1,D1,1,1
5,March,2019,H4-3C,1,D2,1,1
5,March,2019,H4-3C,1,D3,1,1
5,March,2019,H4-3C,1,D4,1,1
5,March,2019,H4-3C,1,D5,1,1
5,March,2019,H4-3C,1,D6,1,0
5,March,2019,L4-3D,1,A1,1,0
5,March,2019,L4-3D,1,A2,1,0
5,March,2019,L4-3D,1,A3,1,0
5,March,2019,L4-3D,1,A4,1,1
5,March,2019,L4-3D,1,A5,1,1
5,March,2019,L4-3D,1,A6,1,0
5,March,2019,L4-3D,1,B1,1,1
5,March,2019,L4-3D,1,B2,1,1
5,March,2019,L4-3D,1,B3,1,1
5,March,2019,L4-3D,1,B4,1,0
5,March,2019,L4-3D,1,B5,1,1
5,March,2019,L4-3D,1,B6,1,1
5,March,2019,L4-3D,1,C1,1,1
5,March,2019,L4-3D,1,C2,1,1
5,March,2019,L4-3D,1,C3,1,0
5,March,2019,L4-3D,1,C4,1,1
5,March,2019,L4-3D,1,C5,1,0
5,March,2019,L4-3D,1,C6,1,1
5,March,2019,L4-3D,1,D1,1,1
5,March,2019,L4-3D,1,D2,1,1
5,March,2019,L4-3D,1,D3,1,1
5,March,2019,L4-3D,1,D4,1,0
5,March,2019,L4-3D,1,D5,1,1
5,March,2019,L4-3D,1,D6,1,0
6,March,2019,H4-3A,2,A1,1,0
6,March,2019,H4-3A,2,A2,1,1
6,March,2019,H4-3A,2,A3,1,0
6,March,2019,H4-3A,2,A4,1,0
6,March,2019,H4-3A,2,A5,1,0
6,March,2019,H4-3A,2,A6,1,1
6,March,2019,H4-3A,2,B1,1,1
6,March,2019,H4-3A,2,B2,1,0
6,March,2019,H4-3A,2,B3,1,0
6,March,2019,H4-3A,2,B4,1,1
6,March,2019,H4-3A,2,B5,1,1
6,March,2019,H4-3A,2,B6,1,0
6,March,2019,H4-3A,2,C1,1,0
6,March,2019,H4-3A,2,C2,1,0
6,March,2019,H4-3A,2,C3,1,0
6,March,2019,H4-3A,2,C4,1,0
6,March,2019,H4-3A,2,C5,1,1
6,March,2019,H4-3A,2,C6,1,0
6,March,2019,H4-3A,2,D1,1,1
6,March,2019,H4-3A,2,D2,1,1
6,March,2019,H4-3A,2,D3,1,0
6,March,2019,H4-3A,2,D4,1,0
6,March,2019,H4-3A,2,D5,1,1
6,March,2019,H4-3A,2,D6,1,0
6,March,2019,L4-3B,2,A1,1,0
6,March,2019,L4-3B,2,A2,1,0
6,March,2019,L4-3B,2,A3,1,0
