Date,Month,Year,Plate,Day,Well,Alive,Molted
29,March,2019,N-28-3-A,1,A1,1,1
29,March,2019,N-28-3-A,1,A2,1,1
29,March,2019,N-28-3-A,1,A3,1,1
29,March,2019,N-28-3-A,1,A4,1,0
29,March,2019,N-28-3-A,1,A5,1,1
29,March,2019,N-28-3-A,1,A6,1,1
29,March,2019,N-28-3-A,1,B1,1,1
29,March,2019,N-28-3-A,1,B2,1,1
29,March,2019,N-28-3-A,1,B3,1,0
29,March,2019,N-28-3-A,1,B4,1,0
29,March,2019,N-28-3-A,1,B5,1,0
29,March,2019,N-28-3-A,1,B6,1,1
29,March,2019,N-28-3-A,1,C1,1,0
29,March,2019,N-28-3-A,1,C2,1,1
29,March,2019,N-28-3-A,1,C3,1,1
29,March,2019,N-28-3-A,1,C4,1,1
29,March,2019,N-28-3-A,1,C5,1,1
29,March,2019,N-28-3-A,1,C6,1,0
29,March,2019,N-28-3-A,1,D1,1,1
29,March,2019,N-28-3-A,1,D2,1,1
29,March,2019,N-28-3-A,1,D3,1,1
29,March,2019,N-28-3-A,1,D4,1,0
29,March,2019,N-28-3-A,1,D5,1,1
29,March,2019,N-28-3-A,1,D6,1,1
29,March,2019,N5-28-3-B,1,A1,1,0
29,March,2019,N5-28-3-B,1,A2,1,0
29,March,2019,N5-28-3-B,1,A3,1,1
29,March,2019,N5-28-3-B,1,A4,1,1
29,March,2019,N5-28-3-B,1,A5,1,0
29,March,2019,N5-28-3-B,1,A6,1,0
29,March,2019,N5-28-3-B,1,B1,1,0
29,March,2019,N5-28-3-B,1,B2,1,1
29,March,2019,N5-28-3-B,1,B3,1,1
29,March,2019,N5-28-3-B,1,B4,1,1
29,March,2019,N5-28-3-B,1,B5,1,1
29,March,2019,N5-28-3-B,1,B6,1,1
29,March,2019,N5-28-3-B,1,C1,1,1
29,March,2019,N5-28-3-B,1,C2,1,1
29,March,2019,N5-28-3-B,1,C3,1,0
29,March,2019,N5-28-3-B,1,C4,1,1
29,March,2019,N5-28-3-B,1,C5,1,1
29,March,2019,N5-28-3-B,1,C6,1,0
29,March,2019,N5-28-3-B,1,D1,1,0
29,March,2019,N5-28-3-B,1,D2,1,1
29,March,2019,N5-28-3-B,1,D3,1,0
29,March,2019,N5-28-3-B,1,D4,1,1
29,March,2019,N5-28-3-B,1,D5,1,1
29,March,2019,N5-28-3-B,1,D6,1,1
29,March,2019,N-28-3-C,1,A1,1,0
29,March,2019,N-28-3-C,1,A2,1,1
29,March,2019,N-28-3-C,1,A3,1,1
29,March,2019,N-28-3-C,1,A4,1,1
29,March,2019,N-28-3-C,1,A5,1,0
29,March,2019,N-28-3-C,1,A6,1,1
29,March,2019,N-28-3-C,1,B1,1,0
29,March,2019,N-28-3-C,1,B2,1,0
29,March,2019,N-28-3-C,1,B3,1,0
29,March,2019,N-28-3-C,1,B4,1,1
29,March,2019,N-28-3-C,1,B5,1,1
29,March,2019,N-28-3-C,1,B6,1,1
29,March,2019,N-28-3-C,1,C1,1,1
29,March,2019,N-28-3-C,1,C2,1,1
29,March,2019,N-28-3-C,1,C3,1,0
29,March,2019,N-28-3-C,1,C4,1,0
29,March,2019,N-28-3-C,1,C5,1,1
