Date,Month,Year,Plate,Day,Well,Alive,Molted
28,June,2019,27-06-19 A1,1,A1,1,0
28,June,2019,27-06-19 A1,1,A2,1,0
28,June,2019,27-06-19 A1,1,A3,1,0
28,June,2019,27-06-19 A1,1,A4,1,1
28,June,2019,27-06-19 A1,1,B1,1,0
28,June,2019,27-06-19 A1,1,B2,1,0
28,June,2019,27-06-19 A1,1,B3,1,0
28,June,2019,27-06-19 A1,1,B4,1,0
28,June,2019,27-06-19 A1,1,C1,1,0
28,June,2019,27-06-19 A1,1,C2,1,1
28,June,2019,27-06-19 A1,1,C3,1,0
28,June,2019,27-06-19 A1,1,C4,1,0
28,June,2019,27-06-19 A2,1,A1,1,0
28,June,2019,27-06-19 A2,1,A2,1,0
28,June,2019,27-06-19 A2,1,A3,1,0
28,June,2019,27-06-19 A2,1,A4,1,0
28,June,2019,27-06-19 A2,1,B1,1,0
28,June,2019,27-06-19 A2,1,B2,1,0
28,June,2019,27-06-19 A2,1,B3,1,0
28,June,2019,27-06-19 A2,1,B4,1,0
28,June,2019,27-06-19 A2,1,C1,1,0
28,June,2019,27-06-19 A2,1,C2,1,0
28,June,2019,27-06-19 A2,1,C3,1,0
28,June,2019,27-06-19 A2,1,C4,1,0
28,June,2019,27-06-19 B1,1,A1,1,0
28,June,2019,27-06-19 B1,1,A2,1,1
28,June,2019,27-06-19 B1,1,A3,1,0
28,June,2019,27-06-19 B1,1,A4,1,0
28,June,2019,27-06-19 B1,1,B1,1,0
28,June,2019,27-06-19 B1,1,B2,1,0
28,June,2019,27-06-19 B1,1,B3,1,0
28,June,2019,27-06-19 B1,1,B4,1,0
28,June,2019,27-06-19 B1,1,C1,1,0
28,June,2019,27-06-19 B1,1,C2,1,0
28,June,2019,27-06-19 B1,1,C3,1,0
28,June,2019,27-06-19 B1,1,C4,1,0
28,June,2019,27-06-19 B2,1,A1,1,0
28,June,2019,27-06-19 B2,1,A2,1,0
28,June,2019,27-06-19 B2,1,A3,1,0
28,June,2019,27-06-19 B2,1,A4,1,0
28,June,2019,27-06-19 B2,1,B1,1,0
28,June,2019,27-06-19 B2,1,B2,1,0
28,June,2019,27-06-19 B2,1,B3,1,0
28,June,2019,27-06-19 B2,1,B4,1,0
28,June,2019,27-06-19 B2,1,C1,1,0
28,June,2019,27-06-19 B2,1,C2,1,0
28,June,2019,27-06-19 B2,1,C3,1,0
28,June,2019,27-06-19 B2,1,C4,1,0
1,July,2019,27-06-19 A1,4,A1,1,0
1,July,2019,27-06-19 A1,4,A2,1,0
1,July,2019,27-06-19 A1,4,A3,1,0
1,July,2019,27-06-19 A1,4,A4,1,0
1,July,2019,27-06-19 A1,4,B1,1,0
1,July,2019,27-06-19 A1,4,B2,1,0
1,July,2019,27-06-19 A1,4,B3,1,0
1,July,2019,27-06-19 A1,4,B4,1,0
1,July,2019,27-06-19 A1,4,C1,1,0
1,July,2019,27-06-19 A1,4,C2,1,0
1,July,2019,27-06-19 A1,4,C3,1,0
1,July,2019,27-06-19 A1,4,C4,1,0
1,July,2019,27-06-19 A2,4,A1,1,0
1,July,2019,27-06-19 A2,4,A2,1,1
1,July,2019,27-06-19 A2,4,A3,1,0
1,July,2019,27-06-19 A2,4,A4,1,0
1,July,2019,27-06-19 A2,4,B1,1,0
1,July,2019,27-06-19 A2,4,B2,1,0
1,July,2019,27-06-19 A2,4,B3,1,0
1,July,2019,27-06-19 A2,4,B4,1,0
1,July,2019,27-06-19 A2,4,C1,1,0
1,July,2019,27-06-19 A2,4,C2,1,0
1,July,2019,27-06-19 A2,4,C3,1,0
1,July,2019,27-06-19 A2,4,C4,1,0
1,July,2019,27-06-19 B1,4,A1,1,0
1,July,2019,27-06-19 B1,4,A2,1,0
1,July,2019,27-06-19 B1,4,A3,1,0
1,July,2019,27-06-19 B1,4,A4,1,0
1,July,2019,27-06-19 B1,4,B1,1,0
1,July,2019,27-06-19 B1,4,B2,1,0
