Date,Month,Year,Plate,Day,Well,Alive,Molted
23,October,2019,22-10-19 A(50),1,A1,1,0
23,October,2019,22-10-19 A(50),1,A2,1,0
23,October,2019,22-10-19 A(50),1,A3,1,0
23,October,2019,22-10-19 A(50),1,A4,1,1
23,October,2019,22-10-19 A(50),1,B1,1,0
23,October,2019,22-10-19 A(50),1,B2,1,1
23,October,2019,22-10-19 A(50),1,B3,1,0
23,October,2019,22-10-19 A(50),1,B4,1,0
23,October,2019,22-10-19 A(50),1,C1,1,0
23,October,2019,22-10-19 A(50),1,C2,1,0
23,October,2019,22-10-19 A(50),1,C3,1,1
23,October,2019,22-10-19 A(50),1,C4,1,1
23,October,2019,22-10-19 B(50),1,A1,1,1
23,October,2019,22-10-19 B(50),1,A2,1,0
23,October,2019,22-10-19 B(50),1,A3,1,0
23,October,2019,22-10-19 B(50),1,A4,1,0
23,October,2019,22-10-19 B(50),1,B1,1,1
23,October,2019,22-10-19 B(50),1,B2,1,0
23,October,2019,22-10-19 B(50),1,B3,1,1
23,October,2019,22-10-19 B(50),1,B4,1,1
23,October,2019,22-10-19 B(50),1,C1,1,0
23,October,2019,22-10-19 B(50),1,C2,1,1
23,October,2019,22-10-19 B(50),1,C3,1,0
23,October,2019,22-10-19 B(50),1,C4,1,0
23,October,2019,22-10-19 C(35),1,A1,1,1
23,October,2019,22-10-19 C(35),1,A2,1,0
23,October,2019,22-10-19 C(35),1,A3,1,1
23,October,2019,22-10-19 C(35),1,A4,1,0
23,October,2019,22-10-19 C(35),1,B1,1,0
23,October,2019,22-10-19 C(35),1,B2,1,0
23,October,2019,22-10-19 C(35),1,B3,1,0
23,October,2019,22-10-19 C(35),1,B4,1,1
23,October,2019,22-10-19 C(35),1,C1,1,0
23,October,2019,22-10-19 C(35),1,C2,1,1
23,October,2019,22-10-19 C(35),1,C3,1,1
23,October,2019,22-10-19 C(35),1,C4,1,1
23,October,2019,22-10-19 D(35),1,A1,1,1
23,October,2019,22-10-19 D(35),1,A2,1,1
23,October,2019,22-10-19 D(35),1,A3,1,0
23,October,2019,22-10-19 D(35),1,A4,1,1
23,October,2019,22-10-19 D(35),1,B1,1,0
23,October,2019,22-10-19 D(35),1,B2,1,0
23,October,2019,22-10-19 D(35),1,B3,1,0
23,October,2019,22-10-19 D(35),1,B4,1,0
23,October,2019,22-10-19 D(35),1,C1,1,0
23,October,2019,22-10-19 D(35),1,C2,1,1
23,October,2019,22-10-19 D(35),1,C3,1,0
23,October,2019,22-10-19 D(35),1,C4,1,1
24,October,2019,22-10-19 A(50),2,A1,1,0
24,October,2019,22-10-19 A(50),2,A2,1,0
24,October,2019,22-10-19 A(50),2,A3,1,0
24,October,2019,22-10-19 A(50),2,A4,1,0
24,October,2019,22-10-19 A(50),2,B1,1,0
24,October,2019,22-10-19 A(50),2,B2,1,0
24,October,2019,22-10-19 A(50),2,B3,1,0
24,October,2019,22-10-19 A(50),2,B4,1,0
24,October,2019,22-10-19 A(50),2,C1,1,0
24,October,2019,22-10-19 A(50),2,C2,1,0
24,October,2019,22-10-19 A(50),2,C3,1,0
24,October,2019,22-10-19 A(50),2,C4,1,0
24,October,2019,22-10-19 B(50),2,A1,1,0
24,October,2019,22-10-19 B(50),2,A2,1,0
24,October,2019,22-10-19 B(50),2,A3,1,0
24,October,2019,22-10-19 B(50),2,A4,1,0
24,October,2019,22-10-19 B(50),2,B1,1,0
24,October,2019,22-10-19 B(50),2,B2,1,0
24,October,2019,22-10-19 B(50),2,B3,1,0
24,October,2019,22-10-19 B(50),2,B4,1,0
24,October,2019,22-10-19 B(50),2,C1,1,0
24,October,2019,22-10-19 B(50),2,C2,1,0
24,October,2019,22-10-19 B(50),2,C3,1,0
24,October,2019,22-10-19 B(50),2,C4,1,0
24,October,2019,22-10-19 C(35),2,A1,1,0
24,October,2019,22-10-19 C(35),2,A2,1,0
24,October,2019,22-10-19 C(35),2,A3,1,0
24,October,2019,22-10-19 C(35),2,A4,1,0
24,October,2019,22-10-19 C(35),2,B1,1,0
24,October,2019,22-10-19 C(35),2,B2,1,0
24,October,2019,22-10-19 C(35),2,B3,1,0
24,October,2019,22-10-19 C(35),2,B4,1,0
24,October,2019,22-10-19 C(35),2,C1,1,0
24,October,2019,22-10-19 C(35),2,C2,1,0
24,October,2019,22-10-19 C(35),2,C3,1,0
24,October,2019,22-10-19 C(35),2,C4,1,0
24,October,2019,22-10-19 D(35),2,A1,1,0
24,October,2019,22-10-19 D(35),2,A2,1,0
24,October,2019,22-10-19 D(35),2,A3,1,0
24,October,2019,22-10-19 D(35),2,A4,1,0
24,October,2019,22-10-19 D(35),2,B1,1,0
24,October,2019,22-10-19 D(35),2,B2,1,0
24,October,2019,22-10-19 D(35),2,B3,1,0
24,October,2019,22-10-19 D(35),2,B4,1,0
24,October,2019,22-10-19 D(35),2,C1,1,0
24,October,2019,22-10-19 D(35),2,C2,1,0
24,October,2019,22-10-19 D(35),2,C3,1,0
24,October,2019,22-10-19 D(35),2,C4,1,0
25,October,2019,22-10-19 A(50),3,A1,1,0
25,October,2019,22-10-19 A(50),3,A2,1,0
25,October,2019,22-10-19 A(50),3,A3,1,0
25,October,2019,22-10-19 A(50),3,A4,1,0
25,October,2019,22-10-19 A(50),3,B1,1,0
25,October,2019,22-10-19 A(50),3,B2,1,0
25,October,2019,22-10-19 A(50),3,B3,1,0
25,October,2019,22-10-19 A(50),3,B4,1,0
25,October,2019,22-10-19 A(50),3,C1,0,0
25,October,2019,22-10-19 A(50),3,C2,1,0
25,October,2019,22-10-19 A(50),3,C3,1,0
25,October,2019,22-10-19 A(50),3,C4,1,0
25,October,2019,22-10-19 B(50),3,A1,1,0
25,October,2019,22-10-19 B(50),3,A2,1,0
25,October,2019,22-10-19 B(50),3,A3,1,0
25,October,2019,22-10-19 B(50),3,A4,1,0
25,October,2019,22-10-19 B(50),3,B1,1,0
25,October,2019,22-10-19 B(50),3,B2,1,0
25,October,2019,22-10-19 B(50),3,B3,1,1
25,October,2019,22-10-19 B(50),3,B4,1,0
25,October,2019,22-10-19 B(50),3,C1,1,0
25,October,2019,22-10-19 B(50),3,C2,1,0
25,October,2019,22-10-19 B(50),3,C3,1,1
25,October,2019,22-10-19 B(50),3,C4,1,0
25,October,2019,22-10-19 C(35),3,A1,1,0
25,October,2019,22-10-19 C(35),3,A2,1,0
25,October,2019,22-10-19 C(35),3,A3,1,0
25,October,2019,22-10-19 C(35),3,A4,1,0
25,October,2019,22-10-19 C(35),3,B1,1,0
25,October,2019,22-10-19 C(35),3,B2,1,0
25,October,2019,22-10-19 C(35),3,B3,1,1
25,October,2019,22-10-19 C(35),3,B4,1,0
25,October,2019,22-10-19 C(35),3,C1,1,0
25,October,2019,22-10-19 C(35),3,C2,1,0
25,October,2019,22-10-19 C(35),3,C3,1,0
25,October,2019,22-10-19 C(35),3,C4,1,0
25,October,2019,22-10-19 D(35),3,A1,1,0
25,October,2019,22-10-19 D(35),3,A2,1,0
25,October,2019,22-10-19 D(35),3,A3,1,0
25,October,2019,22-10-19 D(35),3,A4,1,0
25,October,2019,22-10-19 D(35),3,B1,1,0
25,October,2019,22-10-19 D(35),3,B2,1,0
25,October,2019,22-10-19 D(35),3,B3,1,0
25,October,2019,22-10-19 D(35),3,B4,1,0
25,October,2019,22-10-19 D(35),3,C1,1,0
25,October,2019,22-10-19 D(35),3,C2,1,0
25,October,2019,22-10-19 D(35),3,C3,1,0
25,October,2019,22-10-19 D(35),3,C4,0,0
26,October,2019,22-10-19 A(50),4,A1,1,0
26,October,2019,22-10-19 A(50),4,A2,1,0
26,October,2019,22-10-19 A(50),4,A3,1,0
26,October,2019,22-10-19 A(50),4,A4,1,0
26,October,2019,22-10-19 A(50),4,B1,1,0
26,October,2019,22-10-19 A(50),4,B2,1,0
26,October,2019,22-10-19 A(50),4,B3,1,0
26,October,2019,22-10-19 A(50),4,B4,1,0
26,October,2019,22-10-19 A(50),4,C1,0,0
26,October,2019,22-10-19 A(50),4,C2,1,0
26,October,2019,22-10-19 A(50),4,C3,1,0
26,October,2019,22-10-19 A(50),4,C4,1,0
26,October,2019,22-10-19 B(50),4,A1,1,0
26,October,2019,22-10-19 B(50),4,A2,1,0
26,October,2019,22-10-19 B(50),4,A3,1,0
26,October,2019,22-10-19 B(50),4,A4,1,0
26,October,2019,22-10-19 B(50),4,B1,1,0
26,October,2019,22-10-19 B(50),4,B2,1,0
26,October,2019,22-10-19 B(50),4,B3,1,1
26,October,2019,22-10-19 B(50),4,B4,1,0
26,October,2019,22-10-19 B(50),4,C1,1,0
26,October,2019,22-10-19 B(50),4,C2,1,0
26,October,2019,22-10-19 B(50),4,C3,1,1
26,October,2019,22-10-19 B(50),4,C4,1,0
26,October,2019,22-10-19 C(35),4,A1,1,0
26,October,2019,22-10-19 C(35),4,A2,1,0
26,October,2019,22-10-19 C(35),4,A3,1,0
26,October,2019,22-10-19 C(35),4,A4,1,0
26,October,2019,22-10-19 C(35),4,B1,1,0
26,October,2019,22-10-19 C(35),4,B2,1,0
26,October,2019,22-10-19 C(35),4,B3,1,1
26,October,2019,22-10-19 C(35),4,B4,1,0
26,October,2019,22-10-19 C(35),4,C1,1,0
26,October,2019,22-10-19 C(35),4,C2,1,0
26,October,2019,22-10-19 C(35),4,C3,1,0
26,October,2019,22-10-19 C(35),4,C4,1,0
26,October,2019,22-10-19 D(35),4,A1,1,0
26,October,2019,22-10-19 D(35),4,A2,1,0
26,October,2019,22-10-19 D(35),4,A3,1,0
26,October,2019,22-10-19 D(35),4,A4,1,0
26,October,2019,22-10-19 D(35),4,B1,1,0
26,October,2019,22-10-19 D(35),4,B2,1,0
26,October,2019,22-10-19 D(35),4,B3,1,0
26,October,2019,22-10-19 D(35),4,B4,1,0
26,October,2019,22-10-19 D(35),4,C1,1,0
